,oid_,state,stateabbrv,county,population,buildvalue,agrivalue,area,risk_score,risk_ratng,risk_spctl,eal_score,eal_ratng,eal_spctl,sovi_score,sovi_ratng,sovi_spctl,resl_score,resl_ratng,resl_spctl,avln_evnts,avln_risks,avln_riskr,cfld_evnts,cfld_risks,cfld_riskr,cwav_evnts,cwav_risks,cwav_riskr,drgt_evnts,drgt_risks,drgt_riskr,erqk_evnts,erqk_risks,erqk_riskr,hail_evnts,hail_risks,hail_riskr,hwav_evnts,hwav_risks,hwav_riskr,hrcn_evnts,hrcn_risks,hrcn_riskr,istm_evnts,istm_risks,istm_riskr,lnds_evnts,lnds_risks,lnds_riskr,ltng_evnts,ltng_risks,ltng_riskr,rfld_evnts,rfld_risks,rfld_riskr,swnd_evnts,swnd_risks,swnd_riskr,trnd_evnts,trnd_risks,trnd_riskr,tsun_evnts,tsun_risks,tsun_riskr,vlcn_evnts,vlcn_risks,vlcn_riskr,wfir_evnts,wfir_risks,wfir_riskr,wntw_evnts,wntw_risks,wntw_riskr,nri_ver,fulllocation,longitude,latitude
2493,2493,tennessee,TN,moore,6446,1.50E+09,23173187,1.32E+02,12.02672606,Very Low,8.4210526,13.06097184,Very Low,11.5789474,11.08,Very Low,0.021052632,33.42,Relatively Low,0.505263158,NA,NA,Not Applicable,NA,NA,Not Applicable,4,48.77506,Relatively Low,476,28.95323,Very Low,NA,52.43398027,Very Low,153,19.0582246,Very Low,3.00E+00,26.75787,Very Low,4,26.2898161,Very Low,58,30.77948035,Relatively Low,0,35.110826,Relatively Low,1861,18.85456885,Very Low,18,10.944957,Very Low,228,46.0069997,Relatively Low,16,46.32516704,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,1.52720331,Very Low,2.10E+01,28.635062,Relatively Low,23-Mar,"moore, tennessee",-86.35795,35.27005
2494,2494,tennessee,TN,morgan,21024,2.51E+09,15042274,5.28E+02,21.25357938,Very Low,20,17.64159703,Very Low,16.8421053,68.84,Relatively High,0.768421053,8.78,Very Low,0.094736842,NA,NA,Not Applicable,NA,NA,Not Applicable,2,46.32517,Relatively Low,427,24.05345,Very Low,NA,61.97900095,Very Low,113,20.9990455,Very Low,0.00E+00,0,No Rating,2,23.3737102,Very Low,43,63.95736176,Relatively Moderate,0,59.588821,Relatively Low,1430,61.03603604,Relatively Low,28,38.339166,Relatively Low,182,69.2968501,Relatively Moderate,8,42.06172447,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,69.58320076,Relatively Low,2.20E+01,44.893414,Relatively Low,23-Mar,"morgan, tennessee",-84.64791,36.10043
2495,2495,tennessee,TN,obion,30777,4.90E+09,157599784,5.61E+02,77.76010181,Relatively Low,84.2105263,74.62086041,Relatively Low,83.1578947,76.26,Relatively High,0.873684211,36.76,Relatively Low,0.6,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,315,76.042,Relatively Low,NA,95.60929049,Relatively Moderate,109,18.294623,Very Low,2.90E+01,83.10531,Relatively Moderate,4,43.2929565,Very Low,100,45.20319787,Relatively Low,0,42.563444,Relatively Low,2178,71.46074646,Relatively Moderate,33,56.411072,Relatively Low,94,67.1969456,Relatively Moderate,22,69.42411709,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,19.79000955,Very Low,3.70E+01,67.196946,Relatively Moderate,23-Mar,"obion, tennessee",-89.19174,36.25896
2496,2496,tennessee,TN,overton,22498,2.88E+09,36137692,4.39E+02,21.18994591,Very Low,18.9473684,20.86041473,Very Low,23.1578947,44.97,Relatively Moderate,0.284210526,15.05,Very Low,0.210526316,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,280,37.09831,Very Low,NA,56.5701559,Very Low,107,44.0979956,Very Low,0.00E+00,0,No Rating,4,36.6532077,Very Low,41,64.45702865,Relatively Moderate,0,44.362351,Relatively Low,1550,73.61647362,Relatively Moderate,27,45.052498,Relatively Low,187,53.8020999,Relatively Low,13,45.81609927,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,37.7982819,Very Low,2.60E+01,71.110404,Relatively Moderate,23-Mar,"overton, tennessee",-85.31362,36.38803
2497,2497,tennessee,TN,perry,8329,1.38E+09,5284432,4.27E+02,22.93986637,Very Low,21.0526316,20.55091303,Very Low,22.1052632,54.87,Relatively Moderate,0.494736842,5.47,Very Low,0.052631579,NA,NA,Not Applicable,NA,NA,Not Applicable,0.001352836,28.34871,Very Low,154,17.84919,Very Low,NA,69.67865097,Relatively Low,117,17.7219217,Very Low,3.00E+00,28.44416,Relatively Low,4,30.2377748,Very Low,47,8.02798135,Very Low,0,55.284292,Relatively Low,2244,37.19433719,Relatively Low,22,59.433662,Relatively Low,132,37.0028635,Relatively Low,11,51.44766147,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,7.76328349,Very Low,1.80E+01,18.294623,Very Low,23-Mar,"perry, tennessee",-87.89425,35.67866
2498,2498,tennessee,TN,pickett,4999,9.47E+08,16367452,1.76E+02,3.08622335,Very Low,1.0526316,3.24976787,Very Low,1.0526316,27.94,Relatively Low,0.063157895,18.05,Very Low,0.242105263,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,203,18.51734,Very Low,NA,33.91664015,Very Low,107,12.3448934,Very Low,0.00E+00,0,No Rating,4,21.5791835,Very Low,41,38.90739507,Relatively Low,0,36.29939,Relatively Low,1453,17.5997426,Very Low,7,7.572383,Very Low,188,31.8167356,Relatively Low,8,22.01718104,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,14.19026408,Very Low,2.60E+01,31.148584,Relatively Low,23-Mar,"pickett, tennessee",-85.14794,36.55411
2499,2499,tennessee,TN,polk,17531,2.59E+09,41835844,4.47E+02,17.49920458,Very Low,14.7368421,16.49644073,Very Low,15.7894737,46.66,Relatively Moderate,0.326315789,15.79,Very Low,0.231578947,NA,NA,Not Applicable,NA,NA,Not Applicable,1.544461375,42.50716,Relatively Low,749,41.64811,Very Low,NA,66.94241171,Relatively Low,147,53.0066815,Relatively Low,0.00E+00,0,No Rating,4,36.4288919,Very Low,41,48.23451033,Relatively Low,0,52.6823,Relatively Low,1355,54.82625483,Relatively Low,11,38.116449,Relatively Low,119,46.6751511,Relatively Low,13,43.07986001,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,2.83168947,Very Low,1.31E+01,29.525931,Relatively Low,23-Mar,"polk, tennessee",-84.56415,35.13716
2500,2500,tennessee,TN,putnam,79809,1.14E+10,18087891,4.07E+02,67.13331212,Relatively Low,76.8421053,65.39770969,Relatively Low,76.8421053,63.65,Relatively High,0.663157895,46.75,Relatively Moderate,0.747368421,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,315,32.07127,Very Low,NA,86.54152084,Relatively Low,117,89.3732103,Relatively Moderate,0.00E+00,0,No Rating,4,50.8748318,Very Low,49,55.12991339,Relatively Low,0,44.844202,Relatively Low,1629,76.12612613,Relatively Moderate,52,53.293032,Relatively Low,191,63.538021,Relatively Moderate,20,87.24148902,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,33.63028953,Very Low,2.20E+01,85.809736,Relatively High,23-Mar,"putnam, tennessee",-85.47881,36.1346
2501,2501,tennessee,TN,rhea,32839,5.39E+09,13475358,3.40E+02,49.12503977,Relatively Low,46.3157895,40.82327453,Very Low,41.0526316,75.05,Relatively High,0.842105263,34.88,Relatively Low,0.557894737,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,455,32.29399,Very Low,NA,77.02831689,Relatively Low,126,12.631244,Very Low,0.00E+00,0,No Rating,0,41.7676088,Very Low,33,9.66022652,Very Low,0,62.801156,Relatively Low,1531,64.22136422,Relatively Low,30,85.650652,Relatively Moderate,161,71.2694877,Relatively Moderate,3,59.91091314,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,29.23958002,Very Low,9.00E+00,22.112631,Very Low,23-Mar,"rhea, tennessee",-84.98175,35.59279
2502,2502,tennessee,TN,roane,53371,8.80E+09,6985908,3.99E+02,41.90264079,Very Low,37.8947368,42.80408542,Very Low,43.1578947,32.05,Relatively Low,0.147368421,45.83,Relatively Moderate,0.736842105,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,497,26.31244,Very Low,NA,80.52815781,Relatively Low,113,66.4651607,Relatively Low,0.00E+00,0,No Rating,1,37.8196501,Very Low,39,11.55896069,Very Low,0,84.837777,Relatively Moderate,1478,84.90990991,Relatively Moderate,31,50.715877,Relatively Low,174,47.5023863,Relatively Low,4,66.14699332,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,24.08526885,Very Low,1.00E+01,38.243716,Relatively Low,23-Mar,"roane, tennessee",-84.56415,35.83612
2503,2503,tennessee,TN,robertson,72788,1.24E+10,159073632,4.81E+02,58.73369392,Relatively Low,65.2631579,58.55772207,Relatively Low,70.5263158,30.97,Relatively Low,0.115789474,59.23,Relatively Moderate,0.884210526,NA,NA,Not Applicable,NA,NA,Not Applicable,1,56.37926,Relatively Low,105,49.66592,Very Low,NA,90.13681196,Relatively Low,115,12.5676106,Very Low,2.00E+00,54.78842,Relatively Low,1,29.5199641,Very Low,49,36.67554963,Relatively Low,0,34.628975,Relatively Low,1774,80.63063063,Relatively Moderate,22,23.798918,Very Low,205,76.3601654,Relatively Moderate,27,75.56474706,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,43.58892778,Very Low,2.30E+01,27.521476,Relatively Low,23-Mar,"robertson, tennessee",-86.86218,36.52507
2504,2504,tennessee,TN,rutherford,341253,6.43E+10,31234920,6.30E+02,88.22780783,Relatively Moderate,94.7368421,88.79603838,Relatively Moderate,94.7368421,39.75,Relatively Low,0.231578947,70.53,Relatively High,0.968421053,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,357,39.1664,Very Low,NA,95.76837416,Relatively Moderate,131,86.8278715,Relatively Moderate,2.00E+00,84.72797,Relatively Moderate,5,61.3279498,Very Low,42,91.10592938,Relatively High,0,81.111468,Relatively Moderate,1865,94.72329472,Relatively High,51,88.864143,Relatively Moderate,211,92.5548839,Relatively High,35,95.51384028,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,62.86986955,Very Low,1.70E+01,32.198536,Relatively Low,23-Mar,"rutherford, tennessee",-88.9859,36.12757
2505,2505,tennessee,TN,scott,21840,3.03E+09,2114001,5.39E+02,24.14890232,Very Low,23.1578947,18.87960384,Very Low,20,74.54,Relatively High,0.831578947,6.81,Very Low,0.073684211,NA,NA,Not Applicable,NA,NA,Not Applicable,2,47.47057,Relatively Low,315,20.26726,Very Low,NA,60.80178174,Very Low,113,23.0671333,Very Low,0.00E+00,0,No Rating,4,34.7240915,Very Low,43,70.51965356,Relatively Moderate,0,65.467395,Relatively Low,1422,62.0978121,Relatively Low,21,42.507159,Relatively Low,190,64.2698059,Relatively Moderate,12,46.10244989,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,73.56029271,Relatively Low,2.20E+01,49.061406,Relatively Low,23-Mar,"scott, tennessee",-84.52222,36.39762
2506,2506,tennessee,TN,sequatchie,15811,2.24E+09,7866583,2.69E+02,20.26726058,Very Low,17.8947368,17.95109873,Very Low,17.8947368,54.01,Relatively Moderate,0.452631579,24,Relatively Low,0.336842105,NA,NA,Not Applicable,NA,NA,Not Applicable,2,48.74324,Relatively Low,490,30.63952,Very Low,NA,57.23830735,Very Low,131,25.3261215,Very Low,0.00E+00,0,No Rating,1,14.3562135,Very Low,43,35.4763491,Relatively Low,0,54.802441,Relatively Low,1511,32.23938224,Relatively Low,17,61.183583,Relatively Low,161,46.325167,Relatively Low,11,47.37511931,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,2.13172128,Very Low,1.50E+01,32.834871,Relatively Low,23-Mar,"sequatchie, tennessee",-85.59435,35.11555
2507,2507,tennessee,TN,sevier,98277,1.88E+10,7015624,6.04E+02,61.6608336,Relatively Low,68.4210526,58.03156917,Relatively Low,69.4736842,66.33,Relatively High,0.736842105,37.3,Relatively Low,0.621052632,NA,NA,Not Applicable,NA,NA,Not Applicable,2.534998689,44.35253,Relatively Low,616,33.66211,Very Low,NA,89.21412663,Relatively Low,110,34.6484251,Very Low,0.00E+00,0,No Rating,3,52.2655899,Very Low,14,7.42838108,Very Low,6,97.012528,Relatively High,1213,90.15444015,Relatively High,30,75.501114,Relatively Moderate,148,70.7922367,Relatively Moderate,3,70.02863506,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,28.69869551,Very Low,3.82E+01,65.733376,Relatively Moderate,23-Mar,"sevier, tennessee",-83.56184,35.86815
2508,2508,tennessee,TN,shelby,929552,1.79E+11,31469960,7.88E+02,99.23639835,Relatively High,100,99.25719591,Relatively High,100,88.03,Very High,0.957894737,57.38,Relatively Moderate,0.863157895,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,259,69.67865,Relatively Low,NA,99.20458161,Relatively High,110,37.4164811,Very Low,5.30E+01,99.58638,Very High,4,72.0951099,Relatively Low,75,94.50366422,Relatively High,0,85.576614,Relatively Moderate,2293,96.65379665,Relatively High,129,99.872733,Very High,43,86.8278715,Relatively Moderate,36,99.61819917,Very High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,63.34712059,Very Low,2.30E+01,66.719695,Relatively Moderate,23-Mar,"shelby, tennessee",-89.92532,35.12686
2509,2509,tennessee,TN,smith,19887,3.19E+09,30438686,3.29E+02,32.10308622,Very Low,29.4736842,30.91922006,Very Low,30.5263158,38.61,Relatively Low,0.210526316,41.44,Relatively Moderate,0.642105263,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,266,34.93478,Very Low,NA,60.19726376,Very Low,120,28.2214445,Very Low,0.00E+00,0,No Rating,4,25.1233737,Very Low,48,69.38707528,Relatively Moderate,1,75.425634,Relatively Low,1747,61.9047619,Relatively Low,27,57.874642,Relatively Low,205,66.17881,Relatively Moderate,16,62.13808463,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,17.08558702,Very Low,1.70E+01,25.644289,Relatively Low,23-Mar,"smith, tennessee",-85.97132,36.23885
2510,2510,tennessee,TN,stewart,13649,2.19E+09,8993978,4.98E+02,32.54852052,Very Low,31.5789474,30.95017023,Very Low,31.5789474,29.5,Relatively Low,0.084210526,18.27,Very Low,0.252631579,NA,NA,Not Applicable,NA,NA,Not Applicable,1.000065555,39.5482,Relatively Low,168,52.72033,Relatively Low,NA,80.68724149,Relatively Low,106,58.3200764,Relatively Low,5.00E+00,39.7391,Relatively Low,1,14.1767609,Very Low,74,26.91538974,Very Low,0,48.988114,Relatively Low,2342,56.33848134,Relatively Low,27,46.611518,Relatively Low,148,40.5663379,Relatively Low,12,57.84282533,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,13.84027999,Very Low,2.40E+01,36.74833,Relatively Low,23-Mar,"stewart, tennessee",-87.84141,36.32061
2511,2511,tennessee,TN,sullivan,158067,2.48E+10,25244232,4.34E+02,50.07954184,Relatively Low,48.4210526,47.26090994,Very Low,47.3684211,54.52,Relatively Moderate,0.484210526,38.06,Relatively Low,0.631578947,NA,NA,Not Applicable,NA,NA,Not Applicable,1.000764217,57.52466,Relatively Low,406,52.81578,Relatively Low,NA,86.19153675,Relatively Low,112,56.1565383,Relatively Low,0.00E+00,0,No Rating,4,51.3234634,Very Low,5,39.67355097,Relatively Low,0,87.022165,Relatively Moderate,1255,93.56499356,Relatively High,31,57.333758,Relatively Low,113,77.6964683,Relatively Moderate,2,48.83868915,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,35.60292714,Very Low,2.10E+01,50.461343,Relatively Low,23-Mar,"sullivan, tennessee",-82.34519,36.49331
2512,2512,tennessee,TN,sumner,196179,3.42E+10,50621234,5.49E+02,83.35984728,Relatively Moderate,90.5263158,83.81306097,Relatively Moderate,90.5263158,30.01,Relatively Low,0.094736842,57.54,Relatively Moderate,0.873684211,NA,NA,Not Applicable,NA,NA,Not Applicable,1,85.39612,Relatively High,119,33.98027,Very Low,NA,92.4912504,Relatively Low,121,67.387846,Relatively Low,2.00E+00,69.965,Relatively Low,1,42.1713773,Very Low,46,96.00266489,Very High,0,80.661741,Relatively Moderate,1695,66.73101673,Relatively Low,58,63.824372,Relatively Low,215,75.2783964,Relatively Moderate,42,95.95927458,Relatively High,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,60.38816417,Very Low,1.80E+01,53.89755,Relatively Low,23-Mar,"sumner, tennessee",-86.49965,36.47181
2513,2513,tennessee,TN,tipton,60942,8.94E+09,88815457,4.73E+02,80.3372574,Relatively Low,89.4736842,79.35623646,Relatively Low,87.368421,39.37,Relatively Low,0.221052632,56.27,Relatively Moderate,0.852631579,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,217,36.17563,Very Low,NA,94.97295577,Relatively Moderate,117,48.7114222,Relatively Low,4.50E+01,90.26408,Relatively Moderate,4,42.9789143,Very Low,74,28.54763491,Very Low,0,37.809187,Relatively Low,2184,77.83140283,Relatively Moderate,41,71.651289,Relatively Low,47,31.9121858,Relatively Low,17,89.78682787,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,23.44893414,Very Low,2.60E+01,21.667197,Very Low,23-Mar,"tipton, tennessee",-89.81918,35.41333
2514,2514,tennessee,TN,trousdale,11606,1.37E+09,7363020,1.18E+02,12.94941139,Very Low,9.4736842,12.25626741,Very Low,8.4210526,31.41,Relatively Low,0.126315789,31.35,Relatively Low,0.463157895,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,105,16.3538,Very Low,NA,46.51606745,Very Low,121,55.5202036,Relatively Low,0.00E+00,0,No Rating,1,2.0637057,Very Low,46,51.73217855,Relatively Low,0,48.763251,Relatively Low,1867,47.2972973,Relatively Low,17,31.689469,Very Low,215,51.5112949,Relatively Low,11,40.34362074,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,13.10849507,Very Low,1.60E+01,28.730512,Relatively Low,23-Mar,"trousdale, tennessee",-86.15483,36.39639
2515,2515,tennessee,TN,unicoi,17924,2.40E+09,2152622,1.88E+02,5.66337894,Very Low,4.2105263,4.51872485,Very Low,3.1578947,62.86,Relatively High,0.631578947,27.28,Relatively Low,0.421052632,NA,NA,Not Applicable,NA,NA,Not Applicable,7.00235075,55.36112,Relatively Low,623,0,No Rating,NA,44.4161629,Very Low,120,23.09895,Very Low,0.00E+00,0,No Rating,3,30.551817,Very Low,15,12.99133911,Very Low,1,75.843238,Relatively Low,1032,37.48391248,Relatively Low,17,28.380528,Very Low,109,35.3165765,Relatively Low,2,18.61279033,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,6.29971365,Very Low,9.50E+01,37.925549,Relatively Low,23-Mar,"unicoi, tennessee",-82.34958,36.19539
2516,2516,tennessee,TN,union,19802,2.72E+09,3635106,2.50E+02,15.11294941,Very Low,11.5789474,12.96812132,Very Low,9.4736842,51.05,Relatively Moderate,0.410526316,14.7,Very Low,0.2,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,364,0,No Rating,NA,61.40629971,Very Low,109,61.374483,Relatively Low,0.00E+00,0,No Rating,1,13.144908,Very Low,22,49.43371086,Relatively Low,1,74.943784,Relatively Low,1317,57.56113256,Relatively Low,15,27.426026,Very Low,181,57.3655743,Relatively Low,1,36.43016227,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,50.62042634,Very Low,1.30E+01,36.716513,Relatively Low,23-Mar,"union, tennessee",-83.77019,36.34869
2517,2517,tennessee,TN,van buren,6146,8.57E+08,9463823,2.77E+02,5.0906777,Very Low,2.1052632,4.54967502,Very Low,4.2105263,57.67,Relatively Moderate,0.547368421,11.3,Very Low,0.136842105,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,350,24.3398,Very Low,NA,41.1072224,Very Low,125,13.4902959,Very Low,0.00E+00,0,No Rating,2,12.875729,Very Low,41,13.39107262,Very Low,0,56.183746,Relatively Low,1603,17.14929215,Very Low,15,11.772192,Very Low,169,34.4257079,Relatively Low,3,30.79860006,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,9.60865415,Very Low,1.70E+01,23.258034,Very Low,23-Mar,"van buren, tennessee",-85.47881,35.69969
2518,2518,tennessee,TN,warren,40930,6.90E+09,144551218,4.38E+02,59.68819599,Relatively Low,67.368421,53.29619313,Relatively Low,60,78.36,Relatively High,0.894736842,19.32,Very Low,0.273684211,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,364,66.21063,Relatively Low,NA,82.88259625,Relatively Low,137,52.593064,Relatively Low,0.00E+00,0,No Rating,4,51.6375056,Very Low,43,26.74883411,Very Low,0,63.347253,Relatively Low,1703,52.34877735,Relatively Low,23,29.271397,Very Low,195,77.9510022,Relatively Moderate,18,85.04613427,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,2.67260579,Very Low,1.70E+01,80.623608,Relatively Moderate,23-Mar,"warren, tennessee",-85.80766,35.71157
2519,2519,tennessee,TN,washington,132934,2.07E+10,48786390,3.33E+02,54.31116767,Relatively Low,54.7368421,52.86289075,Relatively Low,56.8421053,61.36,Relatively High,0.589473684,63.62,Relatively High,0.947368421,NA,NA,Not Applicable,NA,NA,Not Applicable,1.000624195,56.0929,Relatively Low,490,73.97391,Relatively Low,NA,83.42348075,Relatively Low,118,70.8558702,Relatively Low,0.00E+00,0,No Rating,1,54.5536115,Very Low,12,76.4823451,Relatively Moderate,1,90.909091,Relatively Moderate,1177,90.18661519,Relatively High,27,67.896914,Relatively Low,110,82.2780783,Relatively Moderate,9,53.86573338,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,21.95354757,Very Low,2.10E+01,45.434298,Relatively Low,23-Mar,"washington, tennessee",-82.51858,36.3321
2520,2520,tennessee,TN,wayne,16204,2.12E+09,43448122,7.43E+02,44.67069679,Very Low,41.0526316,37.79015785,Very Low,37.8947368,74.06,Relatively High,0.821052632,11.39,Very Low,0.147368421,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,266,19.85364,Very Low,NA,76.04199809,Relatively Low,135,33.8848234,Very Low,3.00E+00,37.38466,Relatively Low,4,42.35083,Very Low,52,15.48967355,Very Low,1,76.228718,Relatively Moderate,2263,59.26640927,Relatively Low,34,74.419345,Relatively Low,158,57.7155584,Relatively Low,19,69.83773465,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,5.0906777,Very Low,1.50E+01,10.435889,Very Low,23-Mar,"wayne, tennessee",-87.77633,35.28237
2521,2521,tennessee,TN,weakley,32891,5.11E+09,159770890,5.88E+02,78.49188673,Relatively Low,86.3157895,76.04456825,Relatively Low,85.2631579,64.04,Relatively High,0.684210526,31.19,Relatively Low,0.452631579,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,266,90.80496,Relatively Moderate,NA,95.41839007,Relatively Moderate,102,14.7947821,Very Low,1.90E+01,76.8056,Relatively Moderate,4,46.0296097,Very Low,94,35.17654897,Relatively Low,0,52.618053,Relatively Low,2229,83.52638353,Relatively Moderate,24,26.439707,Very Low,105,71.1422208,Relatively Moderate,20,81.48265988,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,20.26726058,Very Low,3.50E+01,65.828826,Relatively Moderate,23-Mar,"weakley, tennessee",-88.7109,36.34289
2522,2522,tennessee,TN,white,27325,3.51E+09,35000634,3.83E+02,26.28062361,Very Low,25.2631579,24.9458372,Very Low,27.368421,46.91,Relatively Moderate,0.336842105,36,Relatively Low,0.589473684,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,357,34.48934,Very Low,NA,68.02418072,Relatively Low,116,10.5313395,Very Low,0.00E+00,0,No Rating,4,40.2422611,Very Low,50,21.81878748,Very Low,0,54.063604,Relatively Low,1603,50.74002574,Relatively Low,20,11.899459,Very Low,186,56.6337894,Relatively Low,15,64.39707286,Relatively Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,35.82564429,Very Low,2.00E+01,58.033726,Relatively Low,23-Mar,"white, tennessee",-85.52002,35.91899
2523,2523,tennessee,TN,williamson,247523,5.47E+10,35448637,5.90E+02,77.98281896,Relatively Low,85.2631579,83.59640978,Relatively Moderate,89.4736842,2.13,Very Low,0.010526316,86.19,Very High,1,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,294,23.54438,Very Low,NA,93.57301941,Relatively Moderate,128,13.363029,Very Low,2.00E+00,68.94687,Relatively Low,3,49.6186631,Very Low,42,38.47435043,Relatively Low,3,88.724703,Relatively Moderate,1780,70.07722008,Relatively Moderate,52,59.370029,Relatively Low,211,91.5685651,Relatively High,22,91.66401527,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,61.50174992,Very Low,1.60E+01,28.571429,Relatively Low,23-Mar,"williamson, tennessee",-86.86218,35.91793
2524,2524,tennessee,TN,wilson,147693,2.80E+10,25425944,5.89E+02,79.70092269,Relatively Low,88.4210526,80.22284123,Relatively Low,88.4210526,17.38,Very Low,0.031578947,66.07,Relatively High,0.957894737,NA,NA,Not Applicable,NA,NA,Not Applicable,0,0,No Rating,322,26.88514,Very Low,NA,91.1549475,Relatively Low,125,61.7881005,Relatively Low,2.00E+00,67.96055,Relatively Low,4,49.0354419,Very Low,46,95.06995336,Relatively High,0,79.69804,Relatively Moderate,1785,94.62676963,Relatively High,65,90.295896,Relatively Moderate,212,85.2052179,Relatively Moderate,38,90.00954502,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,58.47916004,Very Low,1.60E+01,47.088769,Relatively Low,23-Mar,"wilson, tennessee",-86.2971,36.16262
2525,2525,texas,TX,anderson,57845,1.16E+10,106645984,1.09E+03,76.80559975,Relatively Low,70.8661417,72.42339833,Relatively Low,69.6850394,84.28,Very High,0.645669291,21.48,Relatively Low,0.44488189,NA,NA,Not Applicable,NA,NA,Not Applicable,2,74.67388,Relatively Moderate,784,40.94814,Very Low,NA,43.36621063,Very Low,122,19.6309259,Very Low,9.00E+00,81.22813,Relatively Moderate,9,70.3903096,Relatively Low,75,57.3284477,Relatively Low,0,66.302602,Relatively Low,1871,90.86229086,Relatively High,31,88.291441,Relatively Moderate,109,88.3868915,Relatively High,31,90.51861279,Relatively Moderate,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,78.42825326,Relatively Low,1.40E+01,96.97741,Very High,23-Mar,"anderson, texas",-95.99245,30.4877
2526,2526,texas,TX,andrews,18585,4.16E+09,12179294,1.52E+03,38.97550111,Very Low,33.8582677,33.8904364,Very Low,37.4015748,64.19,Relatively High,0.330708661,10.79,Very Low,0.271653543,NA,NA,Not Applicable,NA,NA,Not Applicable,2.000139867,52.59306,Relatively Low,1393,87.08241,Relatively Moderate,NA,23.67165129,Very Low,139,93.0321349,Relatively Moderate,5.00E+00,49.18867,Relatively Low,1,22.7456258,Very Low,26,30.14656895,Relatively Low,0,0,No Rating,1206,32.04633205,Relatively Low,32,9.290487,Very Low,53,41.2663061,Relatively Low,16,25.07158766,Very Low,NA,NA,Not Applicable,NA,NA,Not Applicable,NA,87.59147311,Relatively Moderate,3.30E+01,84.218899,Relatively Moderate,23-Mar,"andrews, texas",-102.54572,32.31872
